,date,season,neutral,playoff,home_team,away_team,home_pre,away_pre,home_prob,away_prob,home_post,away_post,home_pitcher,away_pitcher,home_pitcher_rgs,away_pitcher_rgs,home_pitcher_rating,away_pitcher_rating,home_score,away_score
884,7/28/2020,2020,0,s,ANA,SEA,1479.937,1478.556,0.536,0.464,1483.51,1474.983,Patrick Sandoval,Justus Sheffield,48.687,46.599,-6.42,4.303,10,2
885,7/28/2020,2020,0,s,HOU,LAD,1568.152,1562.141,0.543,0.457,1565.669,1564.625,Framber Valdez,Walker Buehler,45.559,58.21,-41.389,28.261,2,5
886,7/28/2020,2020,0,s,TEX,ARI,1487.958,1507.713,0.506,0.494,1485.818,1509.853,Kyle Gibson,Merrill Kelly,47.655,50.266,-19.331,-6.49,1,4
897,7/27/2020,2020,0,s,HOU,SEA,1566.788,1479.919,0.654,0.346,1568.152,1478.556,Josh James,Kendall Graveman,50.183,45.272,-20.511,-2.733,8,5
904,7/27/2020,2020,0,s,OAK,ANA,1548.216,1481.452,0.628,0.372,1549.732,1479.937,Chris Bassitt,Griffin Canning,50.512,51.356,-0.313,6.168,3,0
908,7/26/2020,2020,0,s,OAK,ANA,1546.957,1482.712,0.624,0.376,1548.216,1481.452,Mike Fiers,Shohei Ohtani,51.33,51.651,2.802,6.159,6,4
909,7/26/2020,2020,0,s,TEX,COL,1490.306,1482.681,0.545,0.455,1487.958,1485.03,Corey Kluber,Kyle Freeland,53.992,48.499,10.557,-7.064,2,5
912,7/26/2020,2020,0,s,HOU,SEA,1568.772,1477.935,0.659,0.341,1566.788,1479.919,Zack Greinke,Yusei Kikuchi,57.205,42.982,11.932,-13.851,6,7
924,7/25/2020,2020,0,s,OAK,ANA,1549.966,1479.702,0.632,0.368,1546.957,1482.712,Sean Manaea,Dylan Bundy,53.036,50.062,10.553,-0.101,1,4
927,7/25/2020,2020,0,s,HOU,SEA,1566.971,1479.737,0.655,0.345,1568.772,1477.935,Lance McCullers Jr.,Taijuan Walker,53.096,49.147,-7.417,14.446,7,2
928,7/25/2020,2020,0,s,TEX,COL,1491.841,1481.146,0.55,0.45,1490.306,1482.681,Mike Minor,Jon Gray,55.302,54.587,17.345,21.978,2,3
935,7/24/2020,2020,0,s,OAK,ANA,1548.198,1481.47,0.628,0.372,1549.966,1479.702,Frankie Montas,Andrew Heaney,54.373,50.577,17.044,2.981,7,3
938,7/24/2020,2020,0,s,HOU,SEA,1564.922,1481.786,0.649,0.351,1566.971,1479.737,Justin Verlander,Marco Gonzales,61.902,51.441,34.166,25.317,8,2
941,7/24/2020,2020,0,s,TEX,COL,1490.636,1482.352,0.546,0.454,1491.841,1481.146,Lance Lynn,German Marquez,58.961,55.036,35.643,24.98,1,0
951,10/30/2019,2019,0,w,HOU,WSN,1599.543,1584.363,0.575,0.425,1594.882,1589.024,Zack Greinke,Max Scherzer,56.921,61.724,0.989,27.776,2,6
952,10/29/2019,2019,0,w,HOU,WSN,1605.069,1578.837,0.595,0.405,1599.543,1584.363,Justin Verlander,Stephen Strasburg,62.975,60.273,28.723,21.776,2,7
956,10/23/2019,2019,0,w,HOU,WSN,1597.492,1586.414,0.567,0.433,1590.079,1593.827,Justin Verlander,Stephen Strasburg,63.846,60.259,33.679,20.411,3,12
957,10/22/2019,2019,0,w,HOU,WSN,1599.986,1583.92,0.576,0.424,1597.492,1586.414,Gerrit Cole,Max Scherzer,67.997,61.808,52.677,27.889,4,5
958,10/19/2019,2019,0,l,HOU,NYY,1597.688,1586.936,0.566,0.434,1599.986,1584.639,Brad Peacock,Chad Green,52.088,48.475,-22.416,-16.879,6,4
964,10/13/2019,2019,0,l,HOU,NYY,1590.602,1594.022,0.539,0.461,1592.486,1592.138,Justin Verlander,James Paxton,63.961,55.049,34.855,14.808,3,2
965,10/12/2019,2019,0,l,HOU,NYY,1596.9,1587.725,0.563,0.437,1590.602,1594.022,Zack Greinke,Masahiro Tanaka,57.223,53.511,2.974,8.913,0,7
968,10/10/2019,2019,0,d,HOU,TBD,1593.733,1557.293,0.614,0.386,1596.9,1554.126,Gerrit Cole,Tyler Glasnow,67.19,52.955,50.852,0.471,6,1
978,10/5/2019,2019,0,d,HOU,TBD,1602.012,1549.014,0.644,0.356,1603.767,1547.26,Gerrit Cole,Blake Snell,66.167,55.608,44.651,14.192,3,1
983,10/4/2019,2019,0,d,HOU,TBD,1599.427,1551.599,0.634,0.366,1602.012,1549.014,Justin Verlander,Tyler Glasnow,65.159,52.914,40.97,1.584,6,2
986,10/2/2019,2019,0,c,OAK,TBD,1574.7,1546.696,0.598,0.402,1569.797,1551.599,Sean Manaea,Charlie Morton,54.309,58.858,15.441,29.684,1,5
990,9/29/2019,2019,0,s,SEA,OAK,1467.732,1577.147,0.379,0.621,1470.179,1574.7,Justin Dunn,Tanner Roark,47.343,48.968,5.136,-10.116,3,1
996,9/29/2019,2019,0,s,ANA,HOU,1471.132,1598.0,0.356,0.644,1469.706,1599.427,Dillon Peters,Gerrit Cole,44.707,66.443,-11.328,47.216,5,8
998,9/29/2019,2019,0,s,TEX,NYY,1479.81,1580.856,0.391,0.609,1483.453,1577.212,Lance Lynn,Chad Green,57.589,48.458,41.718,-13.346,6,1
1003,9/28/2019,2019,0,s,SEA,OAK,1468.734,1576.146,0.382,0.618,1467.732,1577.147,Marco Gonzales,Brett Anderson,51.0,49.311,22.967,-7.957,0,1
1004,9/28/2019,2019,0,s,ANA,HOU,1472.581,1596.551,0.36,0.64,1471.132,1598.0,Jose Suarez,Justin Verlander,40.839,65.351,-28.835,42.326,3,6
1007,9/28/2019,2019,0,s,TEX,NYY,1476.087,1584.578,0.381,0.619,1479.81,1580.856,Luke Farrell,Luis Severino,43.381,55.734,-24.568,20.824,9,4
1020,9/27/2019,2019,0,s,SEA,OAK,1466.855,1578.024,0.377,0.623,1468.734,1576.146,Justus Sheffield,Mike Fiers,46.58,51.207,2.228,1.083,4,3
1021,9/27/2019,2019,0,s,ANA,HOU,1474.301,1594.831,0.365,0.635,1472.581,1596.551,Patrick Sandoval,Jose Urquidy,48.217,49.664,6.168,-30.815,0,4
1025,9/27/2019,2019,0,s,TEX,NYY,1478.602,1582.063,0.388,0.612,1476.087,1584.578,Joe Palumbo,James Paxton,44.24,56.004,-20.819,21.495,7,14
1033,9/26/2019,2019,0,s,SEA,OAK,1468.159,1576.721,0.381,0.619,1466.855,1578.024,Felix Hernandez,Sean Manaea,42.155,53.678,-18.708,13.422,1,3
1034,9/26/2019,2019,0,s,ANA,HOU,1472.388,1596.745,0.359,0.641,1474.301,1594.831,Jaime Barria,Wade Miley,47.902,48.317,4.706,-37.697,4,3
1041,9/26/2019,2019,0,s,TEX,BOS,1476.673,1539.205,0.445,0.555,1478.602,1537.277,Mike Minor,Travis Lakins,55.31,49.14,31.519,-10.557,7,5
1044,9/25/2019,2019,0,s,SEA,HOU,1469.608,1595.295,0.358,0.642,1468.159,1596.745,Yusei Kikuchi,Zack Greinke,41.852,57.436,-19.263,6.578,0,3
1046,9/25/2019,2019,0,s,ANA,OAK,1473.395,1575.713,0.389,0.611,1472.388,1576.721,Andrew Heaney,Frankie Montas,50.254,53.985,16.226,15.385,2,3
1050,9/25/2019,2019,0,s,TEX,BOS,1479.777,1536.101,0.454,0.546,1476.673,1539.205,Kolby Allard,Rick Porcello,48.887,48.944,0.709,-10.912,3,10
1059,9/24/2019,2019,0,s,SEA,HOU,1471.08,1593.823,0.362,0.638,1469.608,1595.295,Justin Dunn,Gerrit Cole,46.235,65.336,1.984,45.2,0,3
1061,9/24/2019,2019,0,s,ANA,OAK,1471.579,1577.529,0.384,0.616,1473.395,1575.713,Dillon Peters,Homer Bailey,44.313,51.077,-11.439,1.594,3,2
1065,9/24/2019,2019,0,s,TEX,BOS,1481.291,1534.587,0.458,0.542,1479.777,1536.101,Edinson Volquez,Eduardo Rodriguez,46.371,57.9,-11.871,29.915,10,12
1083,9/22/2019,2019,0,s,OAK,TEX,1581.919,1476.902,0.678,0.322,1577.529,1481.291,Tanner Roark,Lance Lynn,50.85,57.316,-1.253,40.231,3,8
1087,9/22/2019,2019,0,s,HOU,ANA,1591.827,1473.575,0.694,0.306,1593.823,1471.579,Justin Verlander,Jose Rodriguez,65.975,47.4,48.098,2.565,13,5
1096,9/21/2019,2019,0,s,OAK,TEX,1579.531,1479.29,0.672,0.328,1581.919,1476.902,Sean Manaea,Brock Burke,54.125,47.054,13.858,-9.535,12,3
1101,9/21/2019,2019,0,s,HOU,ANA,1595.938,1469.464,0.704,0.296,1591.827,1473.575,Wade Miley,Patrick Sandoval,49.477,48.363,-30.842,7.078,4,8
1111,9/20/2019,2019,0,s,OAK,TEX,1577.254,1481.567,0.666,0.334,1579.531,1479.29,Mike Fiers,Mike Minor,49.64,56.761,-5.807,35.075,8,0
1115,9/20/2019,2019,0,s,HOU,ANA,1595.04,1470.362,0.702,0.298,1595.938,1469.464,Zack Greinke,Jaime Barria,58.134,49.594,9.281,11.39,6,4
1135,9/18/2019,2019,0,s,HOU,TEX,1594.304,1482.302,0.686,0.314,1595.04,1481.567,Gerrit Cole,Kolby Allard,65.277,48.672,43.345,-2.854,3,2
1146,9/18/2019,2019,0,s,OAK,KCR,1576.66,1430.631,0.727,0.273,1577.254,1430.037,Homer Bailey,Danny Duffy,49.646,49.728,-4.479,11.11,1,0
1150,9/17/2019,2019,0,s,OAK,KCR,1576.061,1431.23,0.725,0.275,1576.66,1430.631,Brett Anderson,Jorge Lopez,48.994,43.867,-7.318,-15.857,2,1
1153,9/17/2019,2019,0,s,HOU,TEX,1593.106,1483.501,0.683,0.317,1594.304,1482.302,Justin Verlander,Lance Lynn,65.891,57.584,46.774,39.175,4,1
1164,9/16/2019,2019,0,s,OAK,KCR,1578.405,1428.886,0.731,0.269,1576.061,1431.23,Tanner Roark,Glenn Sparkman,51.384,43.152,3.445,-19.802,5,6
1173,9/15/2019,2019,0,s,SEA,CHW,1464.516,1454.677,0.549,0.451,1465.768,1453.425,Justus Sheffield,Ivan Nova,47.712,48.398,9.226,0.791,11,10
1175,9/15/2019,2019,0,s,ANA,TBD,1470.225,1546.312,0.426,0.574,1472.416,1544.122,Patrick Sandoval,Ryan Yarbrough,47.287,56.548,1.089,18.528,6,4
1178,9/15/2019,2019,0,s,TEX,OAK,1485.668,1576.238,0.405,0.595,1483.501,1578.405,Jonathan Hernandez,Sean Manaea,47.217,53.049,-9.591,12.408,1,6
1187,9/14/2019,2019,0,s,SEA,CHW,1463.251,1455.942,0.545,0.455,1464.516,1454.677,Felix Hernandez,Dylan Cease,41.81,45.184,-17.75,-14.025,2,1
1188,9/14/2019,2019,0,s,ANA,TBD,1471.743,1544.794,0.43,0.57,1470.225,1546.312,Jaime Barria,Tyler Glasnow,49.083,51.16,10.116,-6.434,1,3
1192,9/14/2019,2019,0,s,TEX,OAK,1486.972,1574.933,0.409,0.591,1485.668,1576.238,Mike Minor,Mike Fiers,58.5,50.307,42.23,-1.118,6,8
1204,9/13/2019,2019,0,s,SEA,CHW,1465.357,1453.836,0.551,0.449,1463.251,1455.942,Yusei Kikuchi,Dylan Covey,44.034,42.571,-9.111,-27.21,7,9
1205,9/13/2019,2019,0,s,ANA,TBD,1474.807,1541.73,0.439,0.561,1471.743,1544.794,Andrew Heaney,Charlie Morton,52.594,57.873,25.099,25.073,4,11
1210,9/13/2019,2019,0,s,TEX,OAK,1489.212,1572.694,0.415,0.585,1486.972,1574.933,Brock Burke,Chris Bassitt,49.108,51.87,-3.102,5.004,9,14
1216,9/12/2019,2019,0,s,SEA,CIN,1468.789,1483.628,0.513,0.487,1465.357,1487.06,Justin Dunn,Tyler Mahle,47.4,47.605,6.009,-21.155,5,11
1217,9/12/2019,2019,0,s,HOU,OAK,1589.793,1571.085,0.561,0.439,1588.184,1572.694,Justin Verlander,Homer Bailey,66.236,48.791,49.886,-8.754,2,3
1218,9/12/2019,2019,0,s,TEX,TBD,1487.321,1543.62,0.454,0.546,1489.212,1541.73,Kolby Allard,Brendan McKay,49.568,46.523,-1.461,-28.812,6,4
1231,9/11/2019,2019,0,s,SEA,CIN,1466.959,1485.458,0.508,0.492,1468.789,1483.628,Marco Gonzales,Sonny Gray,48.843,58.592,13.395,30.861,5,3
1235,9/11/2019,2019,0,s,HOU,OAK,1591.944,1568.935,0.567,0.433,1589.793,1571.085,Jose Urquidy,Brett Anderson,47.809,48.971,-36.035,-7.964,3,5
1237,9/11/2019,2019,0,s,ANA,CLE,1475.961,1548.86,0.43,0.57,1474.807,1550.013,Dillon Peters,Adam Plutko,45.051,49.412,-11.396,-32.5,3,4
1238,9/11/2019,2019,0,s,TEX,TBD,1485.783,1545.159,0.449,0.551,1487.321,1543.62,Ariel Jurado,Andrew Kittredge,44.241,47.989,-27.627,-22.808,10,9
1245,9/10/2019,2019,0,s,SEA,CIN,1465.547,1486.87,0.504,0.496,1466.959,1485.458,Justus Sheffield,Trevor Bauer,47.282,50.919,6.367,-5.006,4,3
1247,9/10/2019,2019,0,s,ANA,CLE,1479.295,1545.525,0.44,0.56,1475.961,1548.86,Jose Suarez,Zach Plesac,41.82,49.225,-27.548,-32.182,0,8
1250,9/10/2019,2019,0,s,HOU,OAK,1598.782,1562.097,0.586,0.414,1591.944,1568.935,Wade Miley,Tanner Roark,51.237,52.177,-21.952,6.422,7,21
1252,9/10/2019,2019,0,s,TEX,TBD,1487.278,1543.664,0.454,0.546,1485.783,1545.159,Lance Lynn,Ryan Yarbrough,56.755,55.914,32.293,15.098,3,5
1261,9/9/2019,2019,0,s,ANA,CLE,1481.558,1543.263,0.446,0.554,1479.295,1545.525,Patrick Sandoval,Shane Bieber,48.084,59.684,1.457,17.671,2,6
1263,9/9/2019,2019,0,s,HOU,OAK,1593.995,1566.884,0.573,0.427,1598.782,1562.097,Zack Greinke,Mike Fiers,56.797,53.335,5.158,9.11,15,0
1271,9/8/2019,2019,0,s,OAK,DET,1566.248,1389.814,0.76,0.24,1566.884,1389.177,Sean Manaea,Daniel Norris,52.227,48.084,4.722,7.095,3,1
1274,9/8/2019,2019,0,s,HOU,SEA,1590.46,1469.082,0.698,0.302,1593.995,1465.547,Gerrit Cole,Felix Hernandez,63.282,43.651,37.252,-12.557,21,1
1284,9/7/2019,2019,0,s,OAK,DET,1564.86,1391.202,0.757,0.243,1566.248,1389.814,Chris Bassitt,Jordan Zimmermann,51.534,47.233,1.799,2.335,10,2
1290,9/7/2019,2019,0,s,HOU,SEA,1589.759,1469.782,0.696,0.304,1590.46,1469.082,Justin Verlander,Yusei Kikuchi,65.856,43.279,50.211,-13.733,2,1
1300,9/6/2019,2019,0,s,OAK,DET,1567.432,1388.63,0.763,0.237,1564.86,1391.202,Homer Bailey,Spencer Turnbull,48.637,48.363,-11.792,6.915,4,5
1303,9/6/2019,2019,0,s,HOU,SEA,1588.617,1470.925,0.693,0.307,1589.759,1469.782,Framber Valdez,Reggie McClain,45.449,47.143,-46.095,4.005,7,4
1314,9/5/2019,2019,0,s,HOU,SEA,1587.669,1471.873,0.691,0.309,1588.617,1470.925,Wade Miley,Marco Gonzales,53.062,49.912,-12.152,16.174,11,9
1321,9/5/2019,2019,0,s,OAK,ANA,1564.59,1483.119,0.647,0.353,1566.227,1481.481,Brett Anderson,Luke Bard,49.583,47.301,-8.216,-3.088,10,6
1327,9/4/2019,2019,0,s,OAK,ANA,1562.923,1484.786,0.643,0.357,1564.59,1483.119,Tanner Roark,Patrick Sandoval,51.237,47.468,0.445,-1.972,4,0
1338,9/3/2019,2019,0,s,OAK,ANA,1561.736,1485.973,0.64,0.36,1562.923,1484.786,Mike Fiers,Jaime Barria,54.597,49.573,15.539,7.535,7,5
1369,9/1/2019,2019,0,s,ANA,BOS,1487.187,1547.912,0.447,0.553,1485.973,1549.126,Andrew Heaney,David Price,53.239,52.458,24.286,7.216,3,4
1372,9/1/2019,2019,0,s,TEX,SEA,1481.718,1471.522,0.549,0.451,1477.42,1475.82,Brett Martin,Yusei Kikuchi,47.237,42.841,-12.725,-16.046,3,11
1381,8/31/2019,2019,0,s,ANA,BOS,1483.354,1551.745,0.436,0.564,1487.187,1547.912,Dillon Peters,Josh Taylor,45.048,47.4,-13.738,-16.67,10,4
1385,8/31/2019,2019,0,s,TEX,SEA,1480.509,1472.73,0.546,0.454,1481.718,1471.522,Brock Burke,Tommy Milone,50.61,43.81,3.582,-10.615,3,2
1398,8/30/2019,2019,0,s,ANA,BOS,1484.542,1550.557,0.44,0.56,1483.354,1551.745,Jose Suarez,Nathan Eovaldi,41.657,49.761,-29.87,-5.184,6,7
1402,8/30/2019,2019,0,s,TEX,SEA,1478.615,1474.625,0.54,0.46,1480.509,1472.73,Kolby Allard,Marco Gonzales,48.118,50.612,-7.636,20.905,6,3
1414,8/29/2019,2019,0,s,TEX,SEA,1480.502,1472.738,0.546,0.454,1478.615,1474.625,Lance Lynn,Felix Hernandez,56.792,43.265,33.799,-13.465,3,5
1417,8/29/2019,2019,0,s,HOU,TBD,1590.323,1528.556,0.621,0.379,1588.495,1530.384,Zack Greinke,Andrew Kittredge,58.119,47.91,11.731,-22.657,8,9
1421,8/28/2019,2019,0,s,ANA,TEX,1487.055,1477.988,0.547,0.453,1484.542,1480.502,Patrick Sandoval,Emmanuel Clase,45.614,47.4,-10.326,-10.484,0,3
1425,8/28/2019,2019,0,s,HOU,TBD,1589.031,1529.848,0.617,0.383,1590.323,1528.556,Gerrit Cole,Ryan Yarbrough,62.982,56.582,34.833,18.497,8,6
1433,8/28/2019,2019,0,s,SEA,NYY,1474.604,1580.533,0.384,0.616,1472.738,1582.399,Justus Sheffield,James Paxton,46.369,52.353,0.789,10.571,3,7
1435,8/27/2019,2019,0,s,SEA,NYY,1477.247,1577.89,0.391,0.609,1474.604,1580.533,Yusei Kikuchi,Masahiro Tanaka,43.873,51.43,-12.036,7.524,0,7
1437,8/27/2019,2019,0,s,ANA,TEX,1485.045,1479.999,0.542,0.458,1487.055,1477.988,Andrew Heaney,Mike Minor,52.644,57.261,23.507,36.178,5,2
1441,8/27/2019,2019,0,s,HOU,TBD,1584.929,1533.95,0.606,0.394,1589.031,1529.848,Justin Verlander,Charlie Morton,63.978,58.922,40.06,28.606,15,1
1451,8/26/2019,2019,0,s,SEA,NYY,1478.292,1576.845,0.394,0.606,1477.247,1577.89,Matt Wisler,J.A. Happ,47.563,47.785,5.753,-9.444,4,5
1459,8/25/2019,2019,0,s,SEA,TOR,1476.601,1474.51,0.537,0.463,1478.292,1472.818,Marco Gonzales,Clay Buchholz,49.765,51.712,17.069,17.898,3,1
1461,8/25/2019,2019,0,s,OAK,SFG,1559.045,1494.803,0.624,0.376,1557.205,1496.643,Brett Anderson,Logan Webb,49.37,48.43,-8.595,-0.94,4,5
1466,8/25/2019,2019,0,s,HOU,ANA,1582.468,1487.505,0.665,0.335,1584.929,1485.045,Framber Valdez,Jaime Barria,45.786,48.917,-45.104,6.672,11,2
1473,8/24/2019,2019,0,s,SEA,TOR,1478.672,1472.439,0.543,0.457,1476.601,1474.51,Felix Hernandez,Wilmer Font,43.086,51.086,-14.297,14.593,5,7
1474,8/24/2019,2019,0,s,OAK,SFG,1563.051,1490.797,0.635,0.365,1559.045,1494.803,Chris Bassitt,Madison Bumgarner,52.133,55.228,4.703,31.315,5,10
1480,8/24/2019,2019,0,s,HOU,ANA,1581.145,1488.829,0.661,0.339,1582.468,1487.505,Wade Miley,Dillon Peters,53.05,45.62,-10.933,-9.373,5,2
1488,8/23/2019,2019,0,s,SEA,TOR,1476.618,1474.492,0.538,0.462,1478.672,1472.439,Justus Sheffield,Trent Thornton,47.4,47.793,5.451,-1.807,7,4
1494,8/23/2019,2019,0,s,HOU,ANA,1580.314,1489.66,0.659,0.341,1581.145,1488.829,Zack Greinke,Jose Suarez,58.515,41.051,14.525,-30.785,5,4
1503,8/22/2019,2019,0,s,OAK,NYY,1561.301,1572.131,0.519,0.481,1563.051,1570.381,Tanner Roark,Masahiro Tanaka,51.021,51.793,-0.002,10.628,5,3
1504,8/22/2019,2019,0,s,HOU,DET,1579.587,1393.999,0.77,0.23,1580.314,1393.272,Gerrit Cole,Jordan Zimmermann,62.085,45.391,32.474,-8.295,6,3
1513,8/21/2019,2019,0,s,OAK,NYY,1559.527,1573.905,0.514,0.486,1561.301,1572.131,Mike Fiers,J.A. Happ,54.75,48.494,17.695,-5.601,6,4
1514,8/21/2019,2019,0,s,HOU,DET,1582.272,1391.314,0.775,0.225,1579.587,1393.999,Justin Verlander,Daniel Norris,63.331,47.623,39.331,2.976,1,2
1520,8/21/2019,2019,0,s,TEX,ANA,1483.638,1490.942,0.524,0.476,1484.92,1489.66,Mike Minor,Patrick Sandoval,58.132,46.502,39.867,-5.721,8,7
1528,8/20/2019,2019,0,s,OAK,NYY,1556.956,1576.476,0.506,0.494,1559.527,1573.905,Homer Bailey,Domingo German,47.079,50.839,-17.777,4.587,6,2
1531,8/20/2019,2019,0,s,HOU,DET,1581.566,1392.02,0.774,0.226,1582.272,1391.314,Aaron Sanchez,Spencer Turnbull,46.727,50.592,-39.938,16.0,6,3
1532,8/20/2019,2019,0,s,TEX,ANA,1482.342,1492.237,0.52,0.48,1483.638,1490.942,Brock Burke,Jaime Barria,47.4,48.63,-9.491,4.593,3,2
1542,8/20/2019,2019,0,s,TEX,ANA,1485.007,1489.573,0.528,0.472,1482.342,1492.237,Joe Palumbo,Andrew Heaney,44.643,50.931,-22.904,17.191,1,5
1545,8/19/2019,2019,0,s,HOU,DET,1581.124,1392.462,0.773,0.227,1581.566,1392.02,Wade Miley,Edwin Jackson,53.581,43.218,-8.308,-18.843,5,4
1546,8/19/2019,2019,0,s,TEX,ANA,1483.725,1490.854,0.524,0.476,1485.007,1489.573,Kolby Allard,Dillon Peters,47.212,46.661,-11.487,-3.698,8,7
1554,8/18/2019,2019,0,s,OAK,HOU,1559.231,1578.849,0.506,0.494,1556.956,1581.124,Brett Anderson,Zack Greinke,49.923,58.238,-4.979,13.981,1,4
1555,8/18/2019,2019,0,s,ANA,CHW,1487.924,1458.727,0.576,0.424,1490.854,1455.796,Griffin Canning,Dylan Cease,50.412,45.897,14.837,-12.89,9,2
1557,8/18/2019,2019,0,s,TEX,MIN,1485.563,1545.073,0.449,0.551,1483.725,1546.911,Lance Lynn,Martin Perez,58.288,46.109,40.77,-24.707,3,6
1567,8/17/2019,2019,0,s,ANA,CHW,1486.78,1459.87,0.573,0.427,1487.924,1458.727,Jose Suarez,Hector Santiago,41.983,44.032,-25.563,-21.821,6,5
1570,8/17/2019,2019,0,s,TEX,MIN,1488.098,1542.538,0.456,0.544,1485.563,1545.073,Ariel Jurado,Jose Berrios,46.192,54.976,-17.577,15.778,7,12
1578,8/17/2019,2019,0,s,OAK,HOU,1556.61,1581.47,0.499,0.501,1559.231,1578.849,Chris Bassitt,Rogelio Armenteros,52.277,48.732,6.011,-31.557,8,4
1582,8/16/2019,2019,0,s,OAK,HOU,1555.199,1582.881,0.495,0.505,1556.61,1581.47,Tanner Roark,Justin Verlander,50.682,63.093,-1.179,36.531,3,2
1583,8/16/2019,2019,0,s,ANA,CHW,1490.373,1456.277,0.583,0.417,1486.78,1459.87,Patrick Sandoval,Lucas Giolito,46.799,54.61,-3.124,28.344,2,7
1587,8/16/2019,2019,0,s,TEX,MIN,1489.325,1541.311,0.46,0.54,1488.098,1542.538,Mike Minor,Jake Odorizzi,58.368,53.12,39.826,7.328,3,4
1597,8/15/2019,2019,0,s,OAK,HOU,1553.773,1584.307,0.491,0.509,1555.199,1582.881,Mike Fiers,Aaron Sanchez,55.722,48.027,21.811,-35.862,7,6
1598,8/15/2019,2019,0,s,ANA,CHW,1489.255,1457.396,0.58,0.42,1490.373,1456.277,Andrew Heaney,Reynaldo Lopez,50.757,50.353,15.8,7.784,8,7
1600,8/15/2019,2019,0,s,TEX,MIN,1492.566,1538.071,0.469,0.531,1489.325,1541.311,Pedro Payano,Michael Pineda,45.645,52.592,-20.968,4.835,6,13
1608,8/14/2019,2019,0,s,ANA,PIT,1487.316,1473.401,0.554,0.446,1489.255,1471.463,Dillon Peters,Chris Archer,45.449,49.09,-8.38,10.568,7,4
1623,8/13/2019,2019,0,s,ANA,PIT,1489.911,1470.806,0.562,0.438,1487.316,1473.401,Griffin Canning,Trevor Williams,51.135,49.203,17.98,10.462,7,10
1639,8/12/2019,2019,0,s,ANA,PIT,1494.589,1466.128,0.575,0.425,1489.911,1470.806,Jose Suarez,Mitch Keller,43.451,44.151,-19.155,-12.923,2,10
1647,8/11/2019,2019,0,s,SEA,TBD,1464.544,1545.509,0.419,0.581,1463.41,1546.643,Wade LeBlanc,Ryan Yarbrough,45.196,51.886,-3.386,-6.162,0,1
1661,8/10/2019,2019,0,s,SEA,TBD,1465.69,1544.363,0.422,0.578,1464.544,1545.509,Tommy Milone,Charlie Morton,44.833,58.927,-6.113,26.749,4,5
1677,8/9/2019,2019,0,s,SEA,TBD,1467.21,1542.843,0.426,0.574,1465.69,1544.363,Marco Gonzales,Jalen Beeks,50.019,42.88,18.865,-48.98,3,5
1703,8/7/2019,2019,0,s,SEA,SDP,1465.883,1470.572,0.528,0.472,1467.21,1469.245,Yusei Kikuchi,Joey Lucchesi,42.087,49.697,-18.005,8.038,3,2
1708,8/7/2019,2019,0,s,HOU,COL,1584.232,1495.347,0.657,0.343,1587.122,1492.458,Gerrit Cole,Peter Lambert,62.315,48.844,29.569,-8.345,14,3
1714,8/6/2019,2019,0,s,SEA,SDP,1469.151,1467.305,0.537,0.463,1465.883,1470.572,Matt Wisler,Dinelson Lamet,47.202,49.302,6.209,7.613,4,9
1719,8/6/2019,2019,0,s,HOU,COL,1582.411,1497.168,0.652,0.348,1584.232,1495.347,Zack Greinke,German Marquez,59.639,56.522,16.122,27.177,11,6
1746,8/4/2019,2019,0,s,OAK,STL,1551.165,1521.21,0.577,0.423,1552.646,1519.729,Tanner Roark,Adam Wainwright,50.169,49.414,-1.167,-3.189,4,2
1748,8/4/2019,2019,0,s,TEX,DET,1498.417,1401.833,0.667,0.333,1500.06,1400.191,Pedro Payano,Jordan Zimmermann,47.009,43.398,-12.961,-17.514,9,4
1751,8/4/2019,2019,0,s,HOU,SEA,1581.438,1470.124,0.685,0.315,1582.411,1469.151,Justin Verlander,Sam Tuivailala,63.609,47.4,35.368,7.423,3,1
1759,8/3/2019,2019,0,s,OAK,STL,1548.724,1523.651,0.57,0.43,1551.165,1521.21,Mike Fiers,Dakota Hudson,54.387,46.769,19.027,-16.149,8,3
1762,8/3/2019,2019,0,s,TEX,DET,1497.623,1402.627,0.665,0.335,1498.417,1401.833,Adrian Sampson,Matthew Boyd,45.925,53.65,-18.91,31.359,5,4
1765,8/3/2019,2019,0,s,HOU,SEA,1579.137,1472.425,0.68,0.32,1581.438,1470.124,Aaron Sanchez,Marco Gonzales,45.755,50.56,-47.511,21.985,9,0
1778,8/2/2019,2019,0,s,HOU,SEA,1576.944,1474.618,0.674,0.326,1579.137,1472.425,Wade Miley,Yusei Kikuchi,55.398,43.359,-2.187,-13.188,10,2
1779,8/2/2019,2019,0,s,TEX,DET,1496.822,1403.428,0.663,0.337,1497.623,1402.627,Lance Lynn,Tyler Alexander,57.438,48.881,36.322,8.824,5,4
1793,8/1/2019,2019,0,s,OAK,MIL,1547.251,1516.085,0.579,0.421,1548.724,1514.612,Homer Bailey,Chase Anderson,45.829,52.398,-20.918,13.511,5,3
1797,7/31/2019,2019,0,s,OAK,MIL,1549.485,1513.851,0.585,0.415,1547.251,1516.085,Brett Anderson,Jordan Lyles,49.291,43.341,-4.578,-28.508,2,4
1799,7/31/2019,2019,0,s,TEX,SEA,1495.393,1476.047,0.562,0.438,1496.822,1474.618,Mike Minor,Wade LeBlanc,57.002,46.3,33.913,-0.406,9,7
