,date,season,neutral,playoff,home_team,away_team,home_pre,away_pre,home_prob,away_prob,home_post,away_post,home_pitcher,away_pitcher,home_pitcher_rgs,away_pitcher_rgs,home_pitcher_rating,away_pitcher_rating,home_score,away_score
97754,7/15/1977,1977,0,s,OAK,MIN,1483.575,1523.481,0.477,0.523,1485.116,1521.94,medid101,zahng001,48.469,46.78,10.951,6.16,8,7
97760,7/15/1977,1977,0,s,ANA,SEA,1495.853,1444.267,0.607,0.393,1492.454,1447.666,nolag101,houst101,49.067,47.877,11.812,8.462,2,6
97761,7/14/1977,1977,0,s,TEX,BAL,1498.353,1528.337,0.491,0.509,1495.417,1531.272,perrg101,grimr101,58.296,46.799,3.606,8.374,1,6
97765,7/14/1977,1977,0,s,HOU,LAD,1487.287,1568.572,0.418,0.582,1489.144,1566.715,anduj001,suttd001,50.352,57.933,-0.738,11.008,4,3
97769,7/14/1977,1977,0,s,ANA,SEA,1498.831,1441.289,0.615,0.385,1495.853,1444.267,bretk101,poled101,49.63,47.81,11.812,8.462,1,4
97773,7/13/1977,1977,0,s,TEX,BAL,1499.779,1526.911,0.495,0.505,1498.353,1528.337,ellid101,palmj001,47.833,57.6,3.606,8.374,3,4
97776,7/13/1977,1977,0,s,OAK,SEA,1485.957,1438.907,0.601,0.399,1483.575,1441.289,langr001,abbog001,49.72,45.651,10.951,8.462,1,3
97780,7/13/1977,1977,0,s,HOU,LAD,1485.409,1570.45,0.413,0.587,1487.287,1568.572,lemom101,hootb001,46.606,55.425,-0.738,11.008,3,2
97783,7/13/1977,1977,0,s,ANA,MIN,1501.162,1521.15,0.506,0.494,1498.831,1523.481,hartp001,goltd101,46.813,53.312,11.812,6.16,3,6
97785,7/12/1977,1977,0,s,TEX,BAL,1498.305,1528.385,0.491,0.509,1499.779,1526.911,alexd001,may-r101,48.036,48.644,3.606,8.374,4,3
97788,7/12/1977,1977,0,s,OAK,SEA,1484.86,1440.004,0.598,0.402,1485.957,1438.907,bluev001,wheeg101,53.885,47.601,10.951,8.462,3,2
97791,7/12/1977,1977,0,s,HOU,LAD,1488.643,1567.217,0.422,0.578,1485.409,1570.45,sambj001,rau-d101,48.846,50.44,-0.738,11.008,0,8
97796,7/12/1977,1977,0,s,ANA,MIN,1498.859,1523.452,0.499,0.501,1501.162,1521.15,ryann001,thorp101,59.977,48.383,11.812,6.16,3,0
97799,7/11/1977,1977,0,s,OAK,SEA,1482.029,1442.836,0.59,0.41,1484.86,1440.004,colej102,houst101,42.108,49.349,10.951,8.462,8,1
97800,7/11/1977,1977,0,s,HOU,CIN,1486.325,1559.695,0.429,0.571,1488.643,1557.377,richj101,normf101,57.19,52.745,-0.738,6.625,2,0
97805,7/11/1977,1977,0,s,ANA,MIN,1497.377,1524.935,0.495,0.505,1498.859,1523.452,tanaf001,redfp101,66.565,45.608,11.812,6.16,6,5
97816,7/10/1977,1977,0,s,TEX,ANA,1496.569,1499.113,0.531,0.469,1498.305,1497.377,blylb001,bretk101,59.967,49.59,3.606,11.812,4,2
97820,7/10/1977,1977,0,s,HOU,CIN,1484.492,1561.529,0.424,0.576,1486.325,1559.695,pentg101,moskp101,47.4,45.353,-0.738,6.625,6,5
97824,7/9/1977,1977,0,s,TEX,ANA,1493.739,1501.942,0.523,0.477,1496.569,1499.113,perrg101,simpw101,57.698,43.162,3.606,11.812,7,2
97832,7/9/1977,1977,0,s,HOU,CIN,1486.107,1559.914,0.429,0.571,1484.492,1561.529,anduj001,seavt001,49.545,60.928,-0.738,6.625,1,3
97837,7/8/1977,1977,0,s,TEX,ANA,1491.191,1504.491,0.515,0.485,1493.739,1501.942,ellid101,ryann001,47.31,62.063,3.606,11.812,9,5
97845,7/8/1977,1977,0,s,HOU,CIN,1488.077,1557.944,0.434,0.566,1486.107,1559.914,bannf001,capid101,48.569,47.071,-0.738,6.625,5,8
97850,7/7/1977,1977,0,s,TEX,OAK,1488.503,1483.582,0.542,0.458,1491.191,1480.894,barkl001,norrm101,47.51,45.719,3.606,10.951,8,3
97858,7/6/1977,1977,0,s,TEX,OAK,1487.198,1484.888,0.538,0.462,1488.503,1483.582,alexd001,medid101,48.146,47.549,3.606,10.951,4,3
97860,7/6/1977,1977,0,s,SEA,CHW,1442.516,1510.918,0.436,0.564,1441.014,1512.42,wheeg101,woodw103,47.762,51.625,8.462,5.454,2,4
97872,7/5/1977,1977,0,s,TEX,KCR,1489.013,1522.721,0.486,0.514,1487.198,1524.536,blylb001,birdd101,61.695,46.594,3.606,13.379,4,6
97873,7/5/1977,1977,0,s,SEA,CHW,1444.389,1509.046,0.442,0.558,1442.516,1510.918,houst101,stons101,48.941,47.667,8.462,5.454,1,4
97881,7/5/1977,1977,0,s,ANA,OAK,1504.339,1487.746,0.558,0.442,1507.197,1484.888,simpw101,bluev001,42.062,56.754,11.812,10.951,6,0
97886,7/4/1977,1977,0,s,TEX,KCR,1490.42,1521.314,0.49,0.51,1489.013,1522.721,perrg101,colbj101,56.98,51.522,3.606,13.379,0,1
97888,7/4/1977,1977,0,s,SEA,CHW,1446.623,1506.811,0.448,0.552,1444.389,1509.046,montj101,barrf101,44.959,50.276,8.462,5.454,2,6
97896,7/4/1977,1977,0,s,ANA,OAK,1502.694,1489.391,0.553,0.447,1504.339,1487.746,ryann001,langr001,61.844,49.755,11.812,10.951,4,2
97906,7/3/1977,1977,0,s,SEA,MIL,1450.243,1471.364,0.504,0.496,1446.623,1474.983,poled101,auguj001,46.988,47.957,8.462,10.061,3,10
97909,7/3/1977,1977,0,s,HOU,ATL,1483.096,1451.805,0.579,0.421,1485.821,1449.08,bannf001,messa101,48.367,52.034,-0.738,9.185,9,3
97912,7/3/1977,1977,0,s,ANA,OAK,1501.026,1491.059,0.549,0.451,1502.694,1489.391,tanaf001,norrm101,68.305,46.991,11.812,10.951,6,4
97917,7/2/1977,1977,0,s,SEA,MIL,1448.88,1472.727,0.5,0.5,1450.243,1471.364,abbog001,slatj001,44.512,51.194,8.462,10.061,2,1
97921,7/2/1977,1977,0,s,HOU,ATL,1484.963,1449.938,0.584,0.416,1483.096,1451.805,forsk001,hargs101,47.204,46.008,-0.738,9.185,1,2
97925,7/2/1977,1977,0,s,ANA,OAK,1504.487,1487.598,0.559,0.441,1501.026,1491.059,rossg102,medid101,47.213,48.557,11.812,10.951,4,9
97931,7/1/1977,1977,0,s,SEA,MIL,1450.258,1471.348,0.504,0.496,1448.88,1472.727,wheeg101,haasm001,46.976,45.765,8.462,10.061,1,2
97935,7/1/1977,1977,0,s,HOU,ATL,1483.39,1451.511,0.58,0.42,1484.963,1449.938,richj101,colld101,55.022,47.243,-0.738,9.185,3,1
97939,7/1/1977,1977,0,s,ANA,OAK,1506.698,1485.387,0.565,0.435,1504.487,1487.598,bretk101,bluev001,49.527,55.574,11.812,10.951,0,2
97947,6/29/1977,1977,0,s,OAK,TEX,1483.21,1493.186,0.52,0.48,1485.387,1491.01,langr001,ellid101,48.569,47.018,10.951,3.606,4,1
97949,6/29/1977,1977,0,s,OAK,TEX,1486.062,1490.334,0.528,0.472,1483.21,1493.186,norrm101,perrg101,47.057,56.119,10.951,3.606,0,4
97955,6/29/1977,1977,0,s,HOU,SDP,1486.158,1462.336,0.568,0.432,1483.39,1465.103,larsd101,dacqj101,48.337,41.394,-0.738,12.389,4,7
97960,6/29/1977,1977,0,s,ANA,KCR,1503.108,1521.318,0.508,0.492,1506.698,1517.728,ryann001,colbj101,60.695,52.551,11.812,13.379,7,0
97966,6/28/1977,1977,0,s,OAK,TEX,1484.694,1491.702,0.524,0.476,1486.062,1490.334,medid101,morer101,49.081,47.214,10.951,3.606,6,5
97969,6/28/1977,1977,0,s,HOU,SDP,1483.856,1464.637,0.562,0.438,1486.158,1462.336,anduj001,owchb001,50.236,45.304,-0.738,12.389,5,1
97974,6/28/1977,1977,0,s,ANA,KCR,1505.075,1519.351,0.514,0.486,1503.108,1521.318,tanaf001,leond001,68.437,52.615,11.812,13.379,1,3
97978,6/27/1977,1977,0,s,OAK,TEX,1487.168,1489.228,0.532,0.468,1484.694,1491.702,mitcp101,marsm101,45.387,43.389,10.951,3.606,2,5
97981,6/27/1977,1977,0,s,HOU,SDP,1482.543,1465.951,0.558,0.442,1483.856,1464.637,bannf001,grift101,48.573,44.446,-0.738,12.389,7,6
97987,6/27/1977,1977,0,s,ANA,KCR,1508.267,1516.16,0.523,0.477,1505.075,1519.351,simpw101,hassa001,42.451,48.135,11.812,13.379,2,7
97989,6/26/1977,1977,0,s,OAK,KCR,1490.533,1512.795,0.503,0.497,1487.168,1516.16,langr001,pattm101,49.236,50.455,10.951,13.379,3,9
97992,6/26/1977,1977,0,s,ANA,TEX,1507.017,1490.478,0.558,0.442,1508.267,1489.228,bretk101,briln101,49.364,49.518,11.812,3.606,4,3
97994,6/26/1977,1977,0,s,OAK,KCR,1487.835,1515.492,0.495,0.505,1490.533,1512.795,bluev001,splip001,56.032,48.472,10.951,13.379,7,3
97997,6/26/1977,1977,0,s,ANA,TEX,1505.754,1491.741,0.554,0.446,1507.017,1490.478,rossg102,alexd001,47.778,48.702,11.812,3.606,4,3
98002,6/26/1977,1977,0,s,HOU,SFG,1484.647,1489.45,0.528,0.472,1482.543,1491.554,forsk001,halie101,45.982,55.024,-0.738,4.116,0,2
98006,6/25/1977,1977,0,s,HOU,SFG,1487.214,1486.883,0.535,0.465,1484.647,1489.45,lemom101,willc101,46.67,43.546,-0.738,4.116,1,4
98008,6/25/1977,1977,0,s,HOU,SFG,1485.794,1488.302,0.531,0.469,1487.214,1486.883,richj101,barrj101,55.319,51.396,-0.738,4.116,4,3
98012,6/25/1977,1977,0,s,OAK,KCR,1489.731,1513.596,0.5,0.5,1487.835,1515.492,norrm101,colbj101,47.201,52.333,10.951,13.379,4,6
98020,6/25/1977,1977,0,s,ANA,TEX,1504.477,1493.018,0.551,0.449,1505.754,1491.741,ryann001,ellid101,59.955,45.805,11.812,3.606,3,2
98023,6/24/1977,1977,0,s,OAK,KCR,1492.063,1511.264,0.507,0.493,1489.731,1513.596,medid101,leond001,48.697,51.149,10.951,13.379,0,3
98027,6/24/1977,1977,0,s,HOU,SFG,1484.359,1489.738,0.527,0.473,1485.794,1488.302,larsd101,knepb001,49.266,49.246,-0.738,4.116,6,5
98033,6/24/1977,1977,0,s,ANA,TEX,1506.146,1491.349,0.556,0.444,1504.477,1493.018,tanaf001,perrg101,67.773,54.737,11.812,3.606,0,1
98084,6/19/1977,1977,0,s,TEX,SEA,1495.021,1451.493,0.596,0.404,1493.227,1453.288,perrg101,segud101,54.258,45.406,3.606,8.462,1,2
98094,6/18/1977,1977,0,s,TEX,SEA,1498.839,1447.675,0.607,0.393,1495.021,1451.493,blylb001,joner102,63.059,44.096,3.606,8.462,1,6
98105,6/17/1977,1977,0,s,TEX,SEA,1497.446,1449.069,0.603,0.397,1498.839,1447.675,briln101,wheeg101,51.285,47.447,3.606,8.462,8,6
98106,6/17/1977,1977,0,s,TEX,SEA,1499.286,1447.229,0.608,0.392,1497.446,1449.069,alexd001,poled101,49.3,46.683,3.606,8.462,1,2
98119,6/16/1977,1977,0,s,SEA,OAK,1445.218,1503.767,0.45,0.55,1447.229,1501.757,abbog001,langr001,43.785,48.826,8.462,10.951,3,1
98129,6/15/1977,1977,0,s,SEA,OAK,1443.668,1505.317,0.446,0.554,1445.218,1503.767,montj101,norrm101,47.485,47.275,8.462,10.951,6,5
98133,6/15/1977,1977,0,s,HOU,WSN,1482.613,1452.845,0.577,0.423,1480.263,1455.195,richj101,browj109,54.802,43.915,-0.738,-0.064,0,2
98140,6/14/1977,1977,0,s,SEA,OAK,1445.595,1503.39,0.452,0.548,1443.668,1505.317,joner102,medid101,43.671,49.908,8.462,10.951,3,6
98145,6/14/1977,1977,0,s,HOU,WSN,1480.08,1455.378,0.57,0.43,1482.613,1452.845,anduj001,bahns101,50.653,46.655,-0.738,-0.064,5,0
98153,6/13/1977,1977,0,s,HOU,WSN,1481.91,1453.549,0.575,0.425,1480.08,1455.378,lemom101,alcas101,47.457,43.725,-0.738,-0.064,2,3
98165,6/12/1977,1977,0,s,SEA,TOR,1443.541,1449.82,0.525,0.475,1445.595,1447.766,poled101,vuckp001,45.72,46.642,8.462,10.233,5,2
98166,6/12/1977,1977,0,s,OAK,DET,1500.588,1479.625,0.564,0.436,1503.39,1476.823,bluev001,rozed001,55.465,52.345,10.951,3.151,7,1
98169,6/12/1977,1977,0,s,HOU,NYM,1483.932,1500.252,0.511,0.489,1481.91,1502.274,bannf001,seavt001,45.024,59.266,-0.738,7.922,1,3
98173,6/12/1977,1977,0,s,ANA,CLE,1500.332,1491.455,0.547,0.453,1503.565,1488.222,ryann001,dobsp101,59.755,46.354,11.812,-2.335,11,4
98174,6/11/1977,1977,0,s,HOU,NYM,1485.983,1498.2,0.517,0.483,1483.932,1500.252,mclab101,espin101,46.535,48.5,-0.738,7.922,4,6
98175,6/11/1977,1977,0,s,HOU,NYM,1483.685,1500.499,0.51,0.49,1485.983,1498.2,richj101,swanc001,54.246,47.071,-0.738,7.922,4,1
98177,6/11/1977,1977,0,s,SEA,TOR,1445.008,1448.354,0.53,0.47,1443.541,1449.82,abbog001,garvj101,43.615,49.462,8.462,10.233,4,5
98179,6/11/1977,1977,0,s,OAK,DET,1503.743,1476.47,0.573,0.427,1500.588,1479.625,ellid101,fidrm101,45.832,57.208,10.951,3.151,1,5
98186,6/11/1977,1977,0,s,ANA,CLE,1502.488,1489.299,0.553,0.447,1500.332,1491.455,rossg102,bibbj001,48.813,49.384,11.812,-2.335,1,3
98188,6/10/1977,1977,0,s,SEA,TOR,1446.489,1446.873,0.534,0.466,1445.008,1448.354,montj101,lemad101,48.23,46.463,8.462,10.233,3,4
98190,6/10/1977,1977,0,s,OAK,DET,1506.02,1474.193,0.58,0.42,1503.743,1476.47,langr001,arrof001,49.358,47.898,10.951,3.151,4,6
98193,6/10/1977,1977,0,s,HOU,NYM,1481.346,1502.838,0.504,0.496,1483.685,1500.499,anduj001,matlj101,49.337,53.734,-0.738,7.922,4,1
98198,6/10/1977,1977,0,s,ANA,CLE,1501.207,1490.58,0.55,0.45,1502.488,1489.299,tanaf001,garlw101,66.836,48.151,11.812,-2.335,1,0
98199,6/9/1977,1977,0,s,TEX,CHW,1494.243,1490.675,0.54,0.46,1492.657,1492.261,perrg101,knapc101,53.849,45.225,3.606,5.454,3,4
98201,6/9/1977,1977,0,s,SEA,DET,1445.092,1475.59,0.491,0.509,1446.489,1474.193,joner102,robed101,42.962,46.154,8.462,3.151,2,1
98208,6/8/1977,1977,0,s,TEX,CHW,1491.481,1493.438,0.532,0.468,1494.243,1490.675,blylb001,kravk101,61.102,45.571,3.606,5.454,6,1
98210,6/8/1977,1977,0,s,SEA,DET,1443.681,1477.0,0.487,0.513,1445.092,1475.59,poled101,hillj101,45.435,51.87,8.462,3.151,3,2
98213,6/8/1977,1977,0,s,OAK,CLE,1504.757,1491.844,0.553,0.447,1506.02,1490.58,norrm101,ecked001,47.729,58.201,10.951,-2.335,3,2
98219,6/8/1977,1977,0,s,ANA,TOR,1500.143,1447.937,0.608,0.392,1501.207,1446.873,ryann001,jeffj101,58.649,43.105,11.812,10.233,2,1
98220,6/7/1977,1977,0,s,TEX,NYY,1488.539,1542.974,0.456,0.544,1491.481,1540.032,briln101,figue101,50.229,55.79,3.606,2.83,7,3
98222,6/7/1977,1977,0,s,SEA,DET,1445.836,1474.846,0.493,0.507,1443.681,1477.0,abbog001,rozed001,43.799,52.084,8.462,3.151,2,5
98230,6/7/1977,1977,0,s,ANA,TOR,1503.126,1444.954,0.616,0.384,1500.143,1447.937,hartp001,vuckp001,48.47,46.365,11.812,10.233,3,6
98232,6/6/1977,1977,0,s,TEX,NYY,1491.878,1539.634,0.466,0.534,1488.539,1542.974,alexd001,huntj101,49.487,51.115,3.606,2.83,2,9
98236,6/6/1977,1977,0,s,OAK,CLE,1506.933,1489.667,0.559,0.441,1504.757,1491.844,medid101,dobsp101,49.043,45.356,10.951,-2.335,1,3
98241,6/6/1977,1977,0,s,ANA,DET,1507.992,1469.981,0.588,0.412,1503.126,1474.846,rossg102,fidrm101,49.345,56.158,11.812,3.151,0,8
98245,6/5/1977,1977,0,s,TEX,MIL,1490.632,1476.997,0.554,0.446,1491.878,1475.751,perrg101,slatj001,55.068,51.661,3.606,10.061,7,6
98246,6/5/1977,1977,0,s,SEA,CLE,1442.635,1492.868,0.462,0.538,1445.836,1489.667,montj101,bibbj001,47.054,49.945,8.462,-2.335,6,1
98248,6/5/1977,1977,0,s,OAK,TOR,1510.499,1441.388,0.631,0.369,1506.933,1444.954,bluev001,garvj101,57.104,49.655,10.951,10.233,3,7
98255,6/5/1977,1977,0,s,ANA,DET,1505.878,1472.094,0.582,0.418,1507.992,1469.981,tanaf001,arrof001,67.017,48.281,11.812,3.151,5,1
98259,6/4/1977,1977,0,s,TEX,MIL,1492.287,1475.342,0.559,0.441,1490.632,1476.997,blylb001,haasm001,60.637,49.476,3.606,10.061,2,3
98260,6/4/1977,1977,0,s,SEA,CLE,1444.275,1491.228,0.467,0.533,1442.635,1492.868,pagad101,garlw101,47.272,48.968,8.462,-2.335,5,7
98262,6/4/1977,1977,0,s,OAK,TOR,1513.074,1438.813,0.638,0.362,1510.499,1441.388,ellid101,lemad101,45.67,45.697,10.951,10.233,2,4
98269,6/4/1977,1977,0,s,ANA,DET,1508.703,1469.269,0.59,0.41,1505.878,1472.094,ryann001,robed101,60.515,47.483,11.812,3.151,6,9
98273,6/3/1977,1977,0,s,TEX,MIL,1489.089,1478.54,0.55,0.45,1492.287,1475.342,marsm101,auguj001,42.934,51.974,3.606,10.061,15,8
98274,6/3/1977,1977,0,s,SEA,CLE,1447.337,1488.165,0.476,0.524,1444.275,1491.228,joner102,ecked001,43.284,57.988,8.462,-2.335,1,7
98276,6/3/1977,1977,0,s,OAK,TOR,1512.116,1439.771,0.635,0.365,1513.074,1438.813,langr001,jeffj101,49.328,42.502,10.951,10.233,3,2
98284,6/2/1977,1977,0,s,TEX,BOS,1487.168,1516.994,0.492,0.508,1489.089,1515.073,briln101,jenkf101,49.696,52.699,3.606,7.251,3,1
98285,6/2/1977,1977,0,s,SEA,OAK,1448.513,1510.94,0.445,0.555,1447.337,1512.116,poled101,norrm101,43.919,46.294,8.462,10.951,0,1
98292,6/1/1977,1977,0,s,TEX,BOS,1489.036,1515.127,0.497,0.503,1487.168,1516.994,alexd001,tianl101,50.24,48.925,3.606,7.251,5,7
98295,6/1/1977,1977,0,s,SEA,OAK,1450.433,1509.02,0.45,0.55,1448.513,1510.94,abbog001,medid101,44.204,48.302,8.462,10.951,3,6
98298,6/1/1977,1977,0,s,HOU,LAD,1485.24,1556.25,0.433,0.567,1482.976,1558.515,mclab101,johnt001,48.534,50.761,-0.738,11.008,2,6
98307,5/31/1977,1977,0,s,HOU,LAD,1482.431,1559.059,0.425,0.575,1485.24,1556.25,richj101,hootb001,56.176,55.575,-0.738,11.008,5,2
98312,5/30/1977,1977,0,s,TEX,SEA,1493.226,1446.243,0.601,0.399,1489.036,1450.433,perrg101,montj101,56.589,46.485,3.606,8.462,3,9
98316,5/30/1977,1977,0,s,TEX,SEA,1496.141,1443.327,0.609,0.391,1493.226,1446.243,blylb001,pagad101,61.745,47.746,3.606,8.462,4,7
98324,5/30/1977,1977,0,s,HOU,LAD,1480.056,1561.435,0.418,0.582,1482.431,1559.059,anduj001,rau-d101,47.49,51.717,-0.738,11.008,5,3
98410,5/22/1977,1977,0,s,TEX,TOR,1495.518,1450.994,0.597,0.403,1497.237,1449.274,alexd001,lemad101,51.93,45.833,3.606,10.233,7,4
98413,5/22/1977,1977,0,s,OAK,SEA,1510.438,1436.212,0.638,0.362,1506.821,1439.83,bluev001,poled101,58.844,42.085,10.951,8.462,2,6
98415,5/22/1977,1977,0,s,HOU,PHI,1483.584,1530.725,0.467,0.533,1481.421,1532.888,bannf001,chril101,46.012,46.227,-0.738,5.672,3,6
98418,5/22/1977,1977,0,s,ANA,MIN,1505.956,1537.33,0.489,0.511,1503.72,1539.567,simpw101,redfp101,44.017,44.753,11.812,6.16,5,8
98420,5/21/1977,1977,0,s,TEX,TOR,1498.412,1448.099,0.605,0.395,1495.518,1450.994,briln101,jeffj101,51.449,41.737,3.606,10.233,6,9
98423,5/21/1977,1977,0,s,OAK,SEA,1512.44,1434.21,0.643,0.357,1510.438,1436.212,ellid101,abbog001,45.861,43.227,10.951,8.462,6,7
98426,5/21/1977,1977,0,s,HOU,PHI,1485.784,1528.524,0.473,0.527,1483.584,1530.725,mclab101,lercr001,49.204,49.697,-0.738,5.672,4,7
98431,5/21/1977,1977,0,s,ANA,MIN,1503.164,1540.122,0.481,0.519,1505.956,1537.33,rossg102,zahng001,47.524,47.614,11.812,6.16,5,1
98433,5/20/1977,1977,0,s,TEX,TOR,1500.262,1446.249,0.61,0.39,1498.412,1448.099,blylb001,garvj101,62.209,49.179,3.606,10.233,3,4
98436,5/20/1977,1977,0,s,OAK,SEA,1509.638,1437.012,0.636,0.364,1512.44,1434.21,medid101,joner102,48.202,44.749,10.951,8.462,14,5
98439,5/20/1977,1977,0,s,HOU,PHI,1483.221,1531.088,0.466,0.534,1485.784,1528.524,richj101,carls001,55.495,56.355,-0.738,5.672,5,2
98444,5/20/1977,1977,0,s,ANA,MIN,1500.718,1542.568,0.474,0.526,1503.164,1540.122,tanaf001,thorp101,64.881,47.626,11.812,6.16,3,0
98447,5/19/1977,1977,0,s,OAK,SEA,1512.794,1433.856,0.644,0.356,1509.638,1437.012,langr001,pagad101,48.403,46.137,10.951,8.462,0,3
98451,5/19/1977,1977,0,s,HOU,PHI,1481.531,1532.777,0.461,0.539,1483.221,1531.088,anduj001,kaatj101,47.69,47.723,-0.738,5.672,3,2
98454,5/19/1977,1977,0,s,ANA,MIN,1498.667,1544.619,0.468,0.532,1500.718,1542.568,ryann001,goltd101,58.892,52.047,11.812,6.16,5,3
98455,5/18/1977,1977,0,s,TEX,DET,1498.406,1470.781,0.574,0.426,1500.262,1468.924,perrg101,hillj101,54.504,50.838,3.606,3.151,6,3
98459,5/18/1977,1977,0,s,HOU,STL,1484.177,1516.305,0.488,0.512,1481.531,1518.951,lemom101,forsb001,48.769,49.414,-0.738,7.108,4,8
98463,5/17/1977,1977,0,s,TEX,DET,1496.853,1472.334,0.569,0.431,1498.406,1470.781,alexd001,rozed001,50.645,50.902,3.606,3.151,3,1
98464,5/17/1977,1977,0,s,SEA,BAL,1428.879,1529.684,0.391,0.609,1433.856,1524.707,poled101,may-r101,42.541,52.107,8.462,8.374,10,2
98466,5/17/1977,1977,0,s,OAK,NYY,1515.105,1536.883,0.503,0.497,1512.794,1539.194,bluev001,guidr001,57.371,48.123,10.951,2.83,2,5
98470,5/17/1977,1977,0,s,HOU,STL,1481.706,1518.776,0.481,0.519,1484.177,1516.305,bannf001,rasme101,45.414,51.121,-0.738,7.108,5,2
98474,5/17/1977,1977,0,s,ANA,BOS,1495.949,1525.216,0.492,0.508,1498.667,1522.498,simpw101,jenkf101,43.369,54.533,11.812,7.251,6,2
98475,5/16/1977,1977,0,s,SEA,BAL,1425.058,1533.505,0.381,0.619,1428.879,1529.684,abbog001,palmj001,42.847,62.195,8.462,8.374,8,3
98477,5/16/1977,1977,0,s,OAK,NYY,1512.412,1539.576,0.495,0.505,1515.105,1536.883,medid101,holtk101,48.406,46.099,10.951,2.83,8,4
98480,5/16/1977,1977,0,s,ANA,BOS,1497.4,1523.765,0.497,0.503,1495.949,1525.216,rossg102,clevr101,47.825,50.833,11.812,7.251,7,8
98485,5/15/1977,1977,0,s,SEA,BOS,1426.067,1522.756,0.397,0.603,1425.058,1523.765,joner102,lee-b101,45.158,44.871,8.462,7.251,4,5
98487,5/15/1977,1977,0,s,OAK,BAL,1513.9,1532.017,0.508,0.492,1512.412,1533.505,bahns101,grimr101,48.363,48.756,10.951,8.374,2,3
98491,5/15/1977,1977,0,s,HOU,PIT,1483.416,1543.833,0.448,0.552,1481.706,1545.543,richj101,rookj101,55.318,52.422,-0.738,6.884,1,3
98495,5/15/1977,1977,0,s,ANA,NYY,1493.744,1543.233,0.463,0.537,1497.4,1539.576,tanaf001,torrm001,64.123,54.305,11.812,2.83,8,2
98497,5/14/1977,1977,0,s,SEA,BOS,1428.003,1520.82,0.402,0.598,1426.067,1522.756,thoms102,stanb001,46.259,48.604,8.462,7.251,4,8
98499,5/14/1977,1977,0,s,OAK,BAL,1515.862,1530.055,0.514,0.486,1513.9,1532.017,langr001,flanm001,47.838,50.419,10.951,8.374,0,2
98504,5/14/1977,1977,0,s,HOU,PIT,1485.831,1541.418,0.455,0.545,1483.416,1543.833,anduj001,demel101,47.762,51.491,-0.738,6.884,2,6
98508,5/14/1977,1977,0,s,ANA,NYY,1495.866,1541.111,0.469,0.531,1493.744,1543.233,ryann001,gulld101,59.079,50.244,11.812,2.83,1,4
98510,5/13/1977,1977,0,s,SEA,BOS,1429.366,1519.456,0.406,0.594,1428.003,1520.82,poled101,tianl101,43.276,54.283,8.462,7.251,5,7
98512,5/13/1977,1977,0,s,OAK,BAL,1518.673,1527.245,0.522,0.478,1515.862,1530.055,bluev001,may-r101,58.891,50.784,10.951,8.374,1,5
98517,5/13/1977,1977,0,s,HOU,PIT,1483.156,1544.092,0.447,0.553,1485.831,1541.418,lemom101,reusj001,47.622,50.09,-0.738,6.884,3,0
98521,5/13/1977,1977,0,s,ANA,NYY,1498.023,1538.953,0.476,0.524,1495.866,1541.111,simpw101,figue101,43.666,53.527,11.812,2.83,0,3
98524,5/12/1977,1977,0,s,SEA,NYY,1426.991,1541.329,0.373,0.627,1429.366,1538.953,joner102,huntj101,45.407,56.014,8.462,2.83,8,6
98530,5/12/1977,1977,0,s,ANA,BAL,1496.06,1529.208,0.487,0.513,1498.023,1527.245,rossg102,palmj001,48.237,63.644,11.812,8.374,7,5
98534,5/11/1977,1977,0,s,TEX,CHW,1497.337,1483.477,0.554,0.446,1495.698,1485.116,alexd001,knapc101,50.513,45.281,3.606,5.454,3,4
98536,5/11/1977,1977,0,s,SEA,NYY,1424.026,1544.294,0.365,0.635,1426.991,1541.329,abbog001,holtk101,41.81,46.266,8.462,2.83,5,2
98539,5/11/1977,1977,0,s,OAK,BOS,1516.913,1521.216,0.528,0.472,1518.673,1519.456,medid101,jenkf101,46.988,54.627,10.951,7.251,3,1
98540,5/11/1977,1977,0,s,HOU,CHC,1479.78,1501.714,0.503,0.497,1483.156,1498.338,richj101,burrr001,54.69,53.973,-0.738,8.192,8,2
98543,5/11/1977,1977,0,s,ANA,BAL,1492.515,1532.753,0.477,0.523,1496.06,1529.208,tanaf001,grimr101,63.112,50.251,11.812,8.374,6,0
98550,5/10/1977,1977,0,s,TEX,CHW,1496.079,1484.735,0.551,0.449,1497.337,1483.477,briln101,barrf101,50.747,49.281,3.606,5.454,3,2
98554,5/10/1977,1977,0,s,HOU,CHC,1483.293,1498.201,0.513,0.487,1479.78,1501.714,bannf001,krukm001,45.932,44.775,-0.738,8.192,5,11
98557,5/9/1977,1977,0,s,TEX,CHW,1498.693,1482.121,0.558,0.442,1496.079,1484.735,boggt001,bretk101,47.668,49.99,3.606,5.454,3,6
98559,5/9/1977,1977,0,s,OAK,BOS,1515.545,1522.584,0.524,0.476,1516.913,1521.216,bluev001,clevr101,58.226,49.935,10.951,7.251,2,1
98561,5/9/1977,1977,0,s,HOU,CHC,1486.538,1494.957,0.522,0.478,1483.293,1498.201,anduj001,reusr001,49.104,53.725,-0.738,8.192,1,6
98565,5/8/1977,1977,0,s,TEX,KCR,1496.39,1523.203,0.496,0.504,1498.693,1520.899,blylb001,pattm101,61.95,50.955,3.606,13.379,5,2
